seed,method,text,label,prediction,prob_positive
42,E2,南澳的讲座安排比较紧凑，见了不少老朋友，又结识了不少新朋友！//: [威武] //:大佬们的占地面积都很大啊[哈哈][嘻嘻][抓狂],1,0,0.186217
42,E2,全北京向你们致敬！！！！好人平安//: [赞][心]//: [泪],0,1,0.808737
42,E2,这不就是我们爱过的证据[嘻嘻]~~~//@-?介石-: 直击内心的公益广告//:你把我灌醉//: 慈次奥//: 。。。//?:哈哈//: //:现身说法的戒酒公益广告,1,0,0.102172
42,E2,[爱你]oh～Dear Penny～ 我在这里:,1,0,0.178708
42,E2,拿到驾照，俺就买车！[嘻嘻],1,0,0.331554
42,E2,全新的形式，不变的心意，何尝不是一种“再生”？[可爱] //:音乐！不需要语言！能够传递信念！才能感动众生！我们一定不是第一个！但却希望你能赶上我们的节奏[给力]内地原创音乐加油！,1,0,0.047395
42,E2,[蜡烛][蜡烛][蜡烛] //:[泪][泪][泪][蜡烛][蜡烛][蜡烛] //:[蜡烛][蜡烛][蜡烛]//: 小皓博，请你安息[蜡烛][蜡烛][蜡烛],0,1,0.659772
42,E2,[蜡烛][蜡烛]//: [蜡烛][蜡烛][蜡烛][蜡烛][绿丝带] //:[蜡烛] //@?太白: [蜡烛] //: [蜡烛]走好！ //:[泪]战友走好！！！敬礼！！！[蜡烛][蜡烛][蜡烛],0,1,0.712938
42,E2,明天不接需求，一定要好好找个让人会喜欢喝水的杯子，不能再继续这样整天喝饮料了。[怒],0,1,0.581044
42,E2,啥都不说了！眼泪刷刷的。。。[泪]感谢 的耐心等待和理解！[握手]这本书不错，希望你喜欢；也欢迎继续支持须叔的活动～,0,1,0.88234
42,E2,//: [衰]//:[衰],0,1,0.638421
42,E2,有点小失望，不过依然支持德国队！期待德国德比！7月26日，拜仁VS沃尔夫斯堡，在广州哦！！[嘻嘻][鼓掌],1,0,0.270342
42,E2,亲，感谢您对都太餐厅的喜爱，三文鱼绝对管够哦！还有很多美食亲一定要都尝尝哦！[嘻嘻],1,0,0.3133
42,E2,亲爱的，你来北京，不但包饭还包住包完。。//: 最近都可以打我电话我陪你玩嘛直接过来见面也成说了包饭别犹豫了a快来快来hhhh[哈哈],1,0,0.111466
42,E2,少年富则国富。从我可以看出，可以知道我们国家有多穷。[泪],0,1,0.447069
42,E2,看完觉得很难受[衰]//:特别推荐！,0,1,0.739073
42,E2,我的大叔病倒了…能当贴身热水袋了，这叫一个烫[汗]快点好快点好[泪],0,1,0.497693
42,E2,回复:刚刚 说了 明天就能吃到了 先点吧[嘻嘻] //:我想吃 //:今天没有去 现在上新速度很快啊[嘻嘻] //: -诺-诺 尝尝新口味的小吃！[嘻嘻],1,0,0.157215
42,E2,信//:[衰] // :我也信,0,1,0.507394
42,E2,早起出门[太开心]，顺利坐车[耶]，堵车[生病]，车坏[衰]，走路[汗]，迟到[抓狂][抓狂]。TMD！！！,0,1,0.44297
42,E2,我的六月[嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][威武][威武][威武][威武],1,0,0.363076
42,E2,哈哈 //:丹丹[爱你][爱你]当我看到大字儿“王珞丹对侃孔二狗” 这行字上面那行小字时，我感到的是爱，人类间最真挚的爱[爱你]还有同情。[泪]//:买 //:呃..买？不？买？[挖鼻屎],1,0,0.169758
42,E2,各位注意：这可是大董家的秘密武器！您想想拿勃艮第当饮料喝的，您伤得起吗？[嘻嘻],1,0,0.190435
42,E2,[鼓掌]【成都到昆明只需10小时】26日上午，全长63.58公里的云南省武定至昆明高速公路建成通车，从昆明经武定、攀枝花前往成都的出滇入川大通道实现全程高速，10小时左右可以到达。以后去耍更方便啦！~,1,0,0.222363
42,E2,就等著你@ ?人?~[兔子]??的GYers~新年大?哈~[哈哈]多收?包?年?得?心些咯~[xyj拜年][xyj?包]?有?孩子~,1,0,0.269072
42,E2,[嘻嘻] 报道，俺算不算有缘人呢？,1,0,0.116722
42,E2,有人问：国航CAAC，是那几个词的缩写？答：Chinese Airline Always Cancel //: //:[哈哈]Thing Mather。。。事儿妈！,1,0,0.220722
42,E2,我正开会呢，靠！[哈哈]//:[哈哈]//: [衰][偷笑] //:尼妈 太励志了！！[哈哈],0,1,0.878431
42,E2,[哈哈] //:// : [衰],0,1,0.875011
42,E2,这孩子理发超乖！[亲亲][亲亲][亲亲],1,0,0.351929
42,E2,in 海德堡正是因为这些迷人的风景，海德堡又被称为“浪漫之城”[可爱],1,0,0.219297
42,E2,[衰][衰][衰]//:[哈哈],0,1,0.726746
42,E2,行动派和花言巧语的区别 //:比这更可恶的是：＂你怎么会发烧呢。 ：还有更可恶的，比如说：“发烧了去看医生啊！”[怒] // ：我也会。。。哈哈哈！// ：哈哈我好像听说人家发烧了也一定会说一句这个……// ：哈哈[哈哈][哈哈][哈哈],0,1,0.810526
42,E2,餐馆门口凉的花生米，一看没人，抓了一把[嘻嘻],1,0,0.105584
42,E2,爸爸妈妈！爱你们……往往等失去时才知道好！//:多陪爸爸妈妈[泪],0,1,0.62533
42,E2,今天又增加15场！时装周看个够！[鼓掌]//:漂亮！Oscar de la Renta这场称得上异常瑰丽！ 即时带来时装周权威报道，目前已播报纽约时装周超过115场秀，近万张图片，数篇业内点评，这是国内绝无仅有的专业线上报道，时装迷们请随时关注 猛戳链接查看更多更全！[花心],1,0,0.033506
42,E2,延村，聊斋拍摄景点，却找不到那个角落[嘻嘻][嘻嘻],1,0,0.168787
42,E2,寻找儿时记忆居然在北京看到了我们家乡的皮影戏[太开心]。作为世界非物质文化遗产，陕西华县的皮影戏以唱腔和精细的皮影著称，真是嘹咋咧！,1,0,0.417207
42,E2,我次奥~~笑裂了~仰望星空派和国王蛋糕太他妈戳心窝子了[哈哈]//: 太黑暗了 //:哈哈哈，教授还是回来吧！//: 难怪教授说国外没有任何食物，我不该嘲笑你的，教授我错了[委屈]。 //:国王蛋糕笑尿了我[哈哈,1,0,0.179971
42,E2,芒种了！北方忙着种忙着收割，广东呢？二十四节气[可爱],1,0,0.325408
42,E2,[哈哈]//: 靠和素质奉献无关的身份组成俱乐部，然后再集体高尚互相吹捧，你这明明是在影射党校，坏人~//: 非常无奈的是，说不定将来还真是这批人当权啊。。。,1,0,0.070844
42,E2,【来自甘肃的喜讯】‘主任，我老婆生了一个7斤6两的儿子，太谢谢您啦。’激动之后回想，她是一位弱不禁风的女孩子，第一胎因为发烧，孕六个月孩子夭折，再不怀孕。经过调理，她怀孕了，保胎至孕七个月，回到了老家。他们的信任让我感动。电话的那一端充满了喜悦。[哈哈][爱你],1,0,0.069195
42,E2,大家怎么看？有单身节来看单口相声的吗？要是有我们就说～哈哈哈！做个调查！//-曲艺社:单身班主＂单身节＂说单口[偷笑]这个可以有!各位好朋友们，大家愿意一起乐呵不孤单吗?[嘻嘻]民意调查一下呗[哈哈],1,0,0.387088
42,E2,谁总结的，很形象啊！[嘻嘻],1,0,0.41978
42,E2,[嘻嘻] //:七个白雪公主和一个小矮人，太需要更多保护了！,1,0,0.275324
42,E2,"随手拍美食毛豆季又到了,最爱夏天的傍晚,一罐冰啤来盘子毛豆,慢慢悠悠的享受时光,日子过得平静也好,激情四射也好,一年四季的吃食就在那儿等着你,到时候你就来吃吧,什么季节吃什么,好的一定就别错过!人生也一样啊![嘻嘻]10分钟做好夏日餐馆点击率最高的下酒小菜",1,0,0.078794
42,E2,2013，爱你一生。祝大家新一年快快乐乐！[爱你],1,0,0.349705
42,E2,心痛[伤心] //:世界需要他的照片。,0,1,0.449239
42,E2,一叠钞票才换了两张欧元，落差好大啊[抓狂]。后天飞法国，有没有推荐的shopping哇。,0,1,0.435974
42,E2,论与三胖谈恋爱之风险//: 这种国家太可怕了[衰],0,1,0.437507
42,E2,中国好声音[赞][赞]感觉我自己不敢看了[泪][泪]难分难舍你们真的非常棒[good][good]都不要下台了[给力][给力] 姐您真的不容易 我在:,0,1,0.889441
42,E2,//:[悲伤][悲伤][悲伤],0,1,0.449055
42,E2,[衰]//: 失去联系3天！！//:,0,1,0.517359
42,E3,玩笑 玩笑 不要过于担心 哈哈//: [晕][晕][晕]意思就好了，兄弟们千万别整人！都是自己人捏！大老远过来！哈哈//: 三碗[哈哈]//: 三杯如何?阿聪肝颤了[嘻嘻] //:先来个下马酒 接风酒 哈哈//: 也算给你接个风[嘻嘻][嘻嘻] //,0,1,0.608908
42,E3,你要是妹子就给打折否则打折（蛇）[哈哈] //:可是我没有闺蜜啊，还给打折吗？[泪]//:谜一样的小兵，38妇女节当天风林火山将对光临的妹子及闺蜜提供全单9折优惠，你要不要再过来露一小脸儿？妹子会很多呦～,1,0,0.113193
42,E3,感悟夏天发烧有一大好处，自己的体温与外界环境温度接近，不觉得热，不出汗，如果烧的高一点还会有点儿冷。[哈哈][哈哈][哈哈]烧死我吧[泪],0,1,0.875465
42,E3,股市？除了牛市的时候跟着赚点儿，其他时候一概不要参与[lt切克闹]//: 回复:怕与不怕在于内心有多强大[嘻嘻] //:-上市公司调研网 你们都是高人 别闲聊了 研究一下吧 //,1,0,0.291444
42,E3,神右[哈哈] //--Kitty:哈哈哈//: →_→//: 那日经过华妃宫中，采月被人叫了去，仔细着会早些回来，却不料遭如此毒手！[伤心],0,1,0.536064
42,E3,乐蜂网盛女节大胆秀出你的美！我是Candy，超萌萝莉邦派女，永远20岁的心态是萝莉必备武器！尽管我是最早的80后[亲亲]，又怎样？甜美可爱不代表我没有力量，天真烂漫是我内心的绽放。去盛开，去做一个萝莉盛女，遇见另一个未知的自己，再不折腾我们就老了！,1,0,0.173464
42,E3,大家胃口都好//:鬼老、还吊我们胃口的说呢[悲伤]//:好，你也好,0,1,0.785979
42,E3,哈尼尼，正式生日快乐！！越来越美丽，迷人！[蛋糕][礼物][爱你]晚安！,1,0,0.492483
42,E3,[哈哈][哈哈][哈哈] //:[泪][泪],0,1,0.520884
42,E3,天天向上 ：【嘉宾征集】4月22日，节目组征集魅力心理学教授 和“神秘大来宾”一起参与主题录制！[威武]男女不限，欢迎大家积极推荐！[爱你] 相信大家第一个想到的是 教授，不知还有哪些漏网之鱼呢？[思考]欢迎大家进入该话题参与推荐讨论哦！[心],1,0,0.41316
42,E3,南澳的讲座安排比较紧凑，见了不少老朋友，又结识了不少新朋友！//: [威武] //:大佬们的占地面积都很大啊[哈哈][嘻嘻][抓狂],1,0,0.363809
42,E3,全新的形式，不变的心意，何尝不是一种“再生”？[可爱] //:音乐！不需要语言！能够传递信念！才能感动众生！我们一定不是第一个！但却希望你能赶上我们的节奏[给力]内地原创音乐加油！,1,0,0.238787
42,E3,明天不接需求，一定要好好找个让人会喜欢喝水的杯子，不能再继续这样整天喝饮料了。[怒],0,1,0.612233
42,E3,啥都不说了！眼泪刷刷的。。。[泪]感谢 的耐心等待和理解！[握手]这本书不错，希望你喜欢；也欢迎继续支持须叔的活动～,0,1,0.711234
42,E3,亲爱的，你来北京，不但包饭还包住包完。。//: 最近都可以打我电话我陪你玩嘛直接过来见面也成说了包饭别犹豫了a快来快来hhhh[哈哈],1,0,0.462861
42,E3,有人问：国航CAAC，是那几个词的缩写？答：Chinese Airline Always Cancel //: //:[哈哈]Thing Mather。。。事儿妈！,1,0,0.506061
42,E3,我正开会呢，靠！[哈哈]//:[哈哈]//: [衰][偷笑] //:尼妈 太励志了！！[哈哈],0,1,0.952901
42,E3,[哈哈] //:// : [衰],0,1,0.74073
42,E3,向节假日无休的筒子们致敬！[给力][给力] //:公司新闻部的同事非常敬业，无休息无间断的报导，打造全泰国最快最精准的专业华文微博即时新闻 [鼓掌][鼓掌][鼓掌][悲伤],0,1,0.907588
42,E3,行动派和花言巧语的区别 //:比这更可恶的是：＂你怎么会发烧呢。 ：还有更可恶的，比如说：“发烧了去看医生啊！”[怒] // ：我也会。。。哈哈哈！// ：哈哈我好像听说人家发烧了也一定会说一句这个……// ：哈哈[哈哈][哈哈][哈哈],0,1,0.901205
42,E3,忽然????照片[偷笑] 在??拍?的?大家一起吃? 一上菜 很快的所有人 吃光光 後?才想到要?少?拍照??[?] ?果拍出?的效果都?菜了[失望] ~~哈哈哈哈 白拍了[偷笑] 只能?我?太???料理了~~,0,1,0.812836
42,E3,今天又增加15场！时装周看个够！[鼓掌]//:漂亮！Oscar de la Renta这场称得上异常瑰丽！ 即时带来时装周权威报道，目前已播报纽约时装周超过115场秀，近万张图片，数篇业内点评，这是国内绝无仅有的专业线上报道，时装迷们请随时关注 猛戳链接查看更多更全！[花心],1,0,0.319172
42,E3,[衰]那谁还会带女朋友去那吃啊//: 男盆友在门口等着[嘻嘻]//:女子餐厅，很有创意的想法//: 支持半份菜！最好出个小胃口女子餐厅 //:[嘻嘻]实在吃不了，咱也得把肉肉吃光光，对吧,0,1,0.816906
42,E3,[哈哈]//: 靠和素质奉献无关的身份组成俱乐部，然后再集体高尚互相吹捧，你这明明是在影射党校，坏人~//: 非常无奈的是，说不定将来还真是这批人当权啊。。。,1,0,0.323664
42,E3,[哈哈][抓狂],1,0,0.212174
42,E3,"随手拍美食毛豆季又到了,最爱夏天的傍晚,一罐冰啤来盘子毛豆,慢慢悠悠的享受时光,日子过得平静也好,激情四射也好,一年四季的吃食就在那儿等着你,到时候你就来吃吧,什么季节吃什么,好的一定就别错过!人生也一样啊![嘻嘻]10分钟做好夏日餐馆点击率最高的下酒小菜",1,0,0.366764
42,E3,继续踏实前进 //: 目前国内第一，超越admob了，童鞋们厉害！ [拳头] [拳头] [拳头] [拳头] [拳头] [拳头] [鼓掌],1,0,0.515917
42,E3,"老国展举办的美食优""品""在轻工，图书分享会，品尝到 @?轻食RockingHorse 最棒的甜品，聆听创作者的故事~其中饱含爱意细腻回味绵长的大理石征服了我。也是在这儿，我知道了自己原来是个喜欢一个人霸占厨房，又希望有人打下手儿的矛盾个体[晕]3本书抱回家拜读",0,1,0.597956
42,E3,海天共鉴，华宇婚典。沿着绵长的海岸线，许下相守一声的诺言。[可怜][亲亲],1,0,0.25145
42,E3,"这是吊胃口，可以提高完整版的收视率[哈哈]//: 我去,停在最关键的地方[怒]可是最近的这一个是过去时啊还是现在进行时啊[思考]// : 四大冷艳系冰雪美人来啦,冰天雪地里的女神们，美丽冻人，很是心疼[玫瑰]",0,1,0.575591
42,E3,[馋嘴][馋嘴][馋嘴][爱你][耶][耶][耶],1,0,0.385431
42,E3,海南旅游攻略 【看万景之胜地?品宁静之乡情?走进海韵万宁2日游】万宁美景数不胜数，要是真正的玩转万宁要花费花几天的功夫，本期攻略给大家选取比较有特色的景点，行走在万宁的大街小巷，每处都是景色迷人，来到万宁宛如天上人间一般，大家一起感受这里的海风海韵吧！[爱你],1,0,0.369489
42,E3,[可爱]//: //:人固有一死，或死于白水，或死于藏猫，或死于连跳，更有死于高温者，最夸张的是死于二手烟雾中???//: 人故有一死[偷笑] //:回复:人故有一死，或抽烟死，或不抽烟死！ //:从前有个人，不烟、不酒、不赌、不嫖；,1,0,0.414634
42,E3,哈哈~~~北京消防太有爱了 //: 视频版都出来了[嘻嘻]，走你//: 【航母style视频征集】如果你也有你的态度，你的style，想来参与PK，那就拿起 记录下你的身姿加入到航母style活动中来吧！走你~[走你]活动详情：,1,0,0.356773
42,E3,[害羞] 小枣真不好意思呀//:吃过了小枣手做饼干，我再也不敢说我会做饼干了[爱你],1,0,0.452646
42,E3,周六下午的茶会是一次史无前例的拔光脱光茶会。茶主极其敏锐而开拓喜谈了。她一边淡定地泡茶，一边大刀阔斧地开始拔光脱光~首先被扒的是A先生..然后是Z...X和Y也被无情的扒光。BCD。终于我和来喝茶的烨还有F女也被她犀利地扒光[黑?]茶会结束我，我和烨对这场从头扒的尾的八卦茶会表示感觉良好。[嘻嘻],1,0,0.486835
42,E3,[?力][鼓掌]加油喔！ 期待你的音? //:李伊啊! 我们期待著你一步步朝向大歌星的路?展，加油哦!!!哪天把吉他??店里~我要听??版啦!! ^_^,1,0,0.447179
42,E3,回复:很专业嘛[嘻嘻] //:视觉，手感上佳，而且有防油墨设计 //:回复:你敢包一个试试？[怒骂] //:还不赶紧搞个中国之翼包书皮大赛 ，咱们的人肯定赢…… //:人世间最痛的就是爱恨纠结！,0,1,0.535782
42,E3,回复:[哈哈][哈哈][哈哈]新年快乐！ //:渔夫你不要这样…………明显是一副事后的表情……[衰],0,1,0.888052
42,E3,网帖《中国互联网十大约炮圣地》[?]：豆瓣Top1；新浪微勃；世纪佳缘；微信；美空；劲舞团；陌陌；QQ；百度贴吧；知乎[围观] 不只服务男性狼友、也有唯一“女性视角”约炮网站知乎，嗜才华男的女狼友福利！不过围脖肿么约的？叔落伍了，看来没V就是没前途啊[哈哈],1,0,0.473831
42,E3,[鼓掌][鼓掌][鼓掌] 到位的很！//:各位，看看俺点评的还到位？[嘻嘻]PS：谁让我减肥来着？这看上去不胖嘛。、、谁在让我减肥我跟谁急[怒][嘻嘻],0,1,0.971344
42,E3,想去看电影，想看一部记忆中的电影，想看那么一种感觉[伤心],0,1,0.571098
42,E3,回复:[嘻嘻][嘻嘻] //:奔驰第二让人不可思议，这个破车。[晕],0,1,0.73648
42,E3,真实情况可能是：第一件是因为身体快不行了才不得已为之；第二件是即使后悔了也必须嘴硬死也不能承认；第三件是不管你后不后悔都已经改变不了什么了。。。[哈哈]//: 先做第一件。//: 来，一件一件做,1,0,0.433847
42,E3,连好基友也要离职了....[泪] [哈哈]！ 200%支持~~~,0,1,0.842703
42,E3,回复:[威武] //:做为一个不具有中国特色的中国人，是允许说真话的。[鼓掌]我是党国精英，我骄傲！[鼓掌] //:回复:在咱们天朝，国人不是很难，是根本不可能享受这种待遇！[怒] //:[偷笑]国人怕是很难得享受那种待遇阿。,0,1,0.526344
42,E3,求证//:据当事人说是在救人呢// ：他是认真的// ? ：[哈哈]。。。当我傻子啊[打哈气]// :不管你信不信，我反正信了！ // :这真是一个奇迹。。,1,0,0.325637
42,E3,眼睛好漂亮！ //:有没有哪个好心人可以给宝贝一个温暖的家啊？ // : 百度猫 [抱抱] // -domisol ：这只是公猫。。。度娘魅力很大嗯。。,1,0,0.499779
42,E3,回复-CC:得换100台[晕] //-CC:拿你桌子上红色的音箱来换。[哈哈],0,1,0.541521
42,E3,啊！怎么半夜才下节目么？哎呀，快补补，快补补~~[爱你][哈哈] //:不肯吃盒饭下了节目看这饿呀[泪],1,0,0.34625
42,E3,【百变大咖秀第五季微直播】费翔+谢娜+蔡依林，这三个不搭嘎的人，你能看出有什么联系？没联系不要紧，关键在于模仿的人和歌曲错位后，原来的舞蹈还能合上！要不是看到他们演绎得这么带劲，谁能想到《舞娘》的动作配上《冬天里的一把火》的音乐会那么和谐？ -Julius [哈哈],1,0,0.109827
42,E3,我愿意把你放在这里面。[可爱]不管结果是什么，先做了再说。,1,0,0.1867
42,E3,回复:[哈哈] //:那必然啊！ 没用过快播的男人... 那还算是男人么？ //:快播会员的意义在哪里呢？,1,0,0.463449
42,E3,[衰] //:[哈哈]好欢乐～,0,1,0.952841
42,E3,回复 :呵呵，不好意思啊 //:现在是晚上十点啊！[怒骂] 杀人啊！！！！[可怜] 不多不少的鸡油泛出的油花，多好看啊！ //:不错吧！ //:哗,0,1,0.525043
42,E3,[晕] //：[嘻嘻],1,0,0.510311
42,E3,【乌镇（西栅）韩文网上线试运行】韩国朋友帮乌镇制作的网站，于今日上线试运行，内容涵盖了吃住行游购娱等基本信息，有懂“哦吧”的童鞋，请帮忙提出宝贵意见哦。[抱抱] 传送门： 来自星星的你很火哦，都教授表演很给力，不过印刷术源自中国，乌镇也是中国的哦[挤眼],1,0,0.186727
42,E3,"[可爱]如果你在机场附近又没来得及准备礼物送给心爱的（她）他，就快来首都机场希尔顿酒店吧！我们有可爱的小熊Charles,可口的蛋糕和巧克力供您挑选[礼物] 前5位私信我的亲们，就可以免费获得我们可爱的小熊一个哦[得意地笑]期待幸运的你哦~",1,0,0.328103
42,E3,我先订一套 //:太给力了。可惜我没内另1伴儿[泪] //: @ All [可爱],1,0,0.100148
42,E3,但愿你们都安好。[悲伤]//:,0,1,0.732115
